id,item,building_one_area,building_two_area,building_three_area
3076,012221,CMET,NULL,NULL
3081,012222,ALUMINUM,NULL,NULL
3077,012230,TUBE,NULL,NULL
3078,012231,CMET,NULL,NULL
3094,012237,ALUMINUM,NULL,NULL
3065,012241,CMET,CMET,NULL
3083,012242,ALUMINUM,NULL,NULL
208,012391,CMET,CMET,NULL
833,012790,RAW,NULL,NULL
350,012791,CMET,CMET,NULL
481,012792,PHOSPHATE,NULL,NULL
834,012860,RAW,NULL,NULL
210,012861,CMET,CMET,NULL
482,012862,PHOSPHATE,NULL,NULL
209,012891,CMET,CMET,NULL
211,013861,CMET,CMET,NULL
835,013870,RAW,NULL,NULL
212,013871,CMET,CMET,NULL
483,013872,PHOSPHATE,NULL,NULL
836,014840,RAW,NULL,NULL
213,014841,CMET,CMET,NULL
484,014842,PHOSPHATE,NULL,NULL
214,015391,CMET,CMET,NULL
3890,016110,RAW,NULL,NULL
3891,016111,CMET,NULL,NULL
3892,016130,RAW,NULL,NULL
3893,016131,CMET,NULL,NULL
841,016380,RAW,NULL,DEF
215,016381,CMET,CMET,NULL
489,016382,PHOSPHATE,NULL,NULL
3894,016430,RAW,NULL,NULL
3895,016431,CMET,NULL,NULL
802,016440,RAW,NULL,NULL
450,016442,CMET,NULL,NULL
839,016450,RAW,WHSE,NULL
217,016451,CMET,CMET,NULL
487,016452,PHOSPHATE,NULL,NULL
840,016470,RAW,NULL,NULL
218,016471,EXPANSION,CMET,NULL
488,016472,PHOSPHATE,NULL,NULL
219,016481,CMET,CMET,NULL
803,016490,RAW,NULL,NULL
220,016491,CMET,CMET,NULL
451,016492,PHOSPHATE,NULL,NULL
2563,016500,RAW,NULL,NULL
221,016501,CMET,NULL,NULL
222,016571,CMET,CMET,NULL
223,016581,CMET,CMET,NULL
368,016591,CMET,CMET,NULL
3158,016601,CMET,NULL,NULL
3880,016740,RAW,NULL,NULL
3124,016741,CMET,CMET,NULL
2977,016810,RAW,NULL,NULL
688,016811,CMET,NULL,NULL
3414,016812,BL,NULL,NULL
2971,016820,RAW,NULL,DEF
689,016821,CMET,NULL,NULL
690,016831,CMET,NULL,NULL
3150,016832,PHOSPHATE,NULL,NULL
2561,016870,RAW,NULL,NULL
224,016871,CMET,CMET,NULL
2553,018200,CMET,NULL,NULL
743,018201,EXPANSION,CMET,NULL
2552,018202,ALUMINUM,NULL,NULL
3883,018440,RAW,NULL,NULL
3884,018441,CMET,NULL,NULL
842,018760,RAW,NULL,DEF
693,018761,CMET,NULL,NULL
490,018762,PHOSPHATE,NULL,NULL
711,028760,SFLOW-20,NULL,DEF
843,087440,ALUMINUM,NULL,NULL
491,087442,PHOSPHATE,NULL,NULL
3983,087447,A-FLOW,NULL,NULL
844,090650,RAW,NULL,NULL
492,090652,PHOSPHATE,NULL,NULL
845,093310,RAW,NULL,NULL
493,093312,PHOSPHATE,NULL,NULL
846,094480,RAW,NULL,NULL
494,094482,PHOSPHATE,NULL,NULL
225,099281,CMET,CMET,NULL
847,099300,RAW,NULL,NULL
226,099301,CMET,CMET,NULL
495,099302,PHOSPHATE,NULL,NULL
848,099310,RAW,NULL,NULL
389,099311,CMET,CMET,NULL
496,099312,ALUMINUM,NULL,NULL
227,099331,CMET,CMET,NULL
849,100030,RAW,NULL,NULL
497,100032,PHOSPHATE,NULL,NULL
850,100340,RAW,NULL,DEF
372,100341,EXPANSION,CMET,NULL
498,100342,PHOSPHATE,NULL,NULL
851,100350,RAW,NULL,DEF
228,100351,CMET,CMET,NULL
499,100352,PHOSPHATE,NULL,NULL
229,100521,CMET,CMET,NULL
852,100540,RAW,NULL,NULL
500,100542,PHOSPHATE,NULL,NULL
853,100550,RAW,NULL,NULL
501,100552,PHOSPHATE,NULL,NULL
854,100700,RAW,NULL,NULL
502,100702,PHOSPHATE,NULL,NULL
855,100840,RAW,NULL,NULL
503,100842,PHOSPHATE,NULL,NULL
856,100850,RAW,NULL,NULL
504,100852,PHOSPHATE,NULL,NULL
857,100880,RAW,NULL,NULL
505,100882,PHOSPHATE,NULL,NULL
858,100920,RAW,NULL,NULL
506,100922,PHOSPHATE,NULL,NULL
859,100970,RAW,NULL,NULL
507,100972,PHOSPHATE,NULL,NULL
860,100980,RAW,NULL,NULL
508,100982,PHOSPHATE,NULL,NULL
861,101030,RAW,NULL,NULL
509,101032,PHOSPHATE,NULL,NULL
862,101120,RAW,NULL,NULL
230,101121,CMET,CMET,NULL
510,101122,PHOSPHATE,NULL,NULL
863,101130,RAW,NULL,NULL
231,101131,CMET,CMET,NULL
511,101132,PHOSPHATE,NULL,NULL
864,101140,RAW,NULL,NULL
1661,101141,CMET,CMET,NULL
512,101142,PHOSPHATE,NULL,NULL
865,101180,RAW,NULL,NULL
513,101182,PHOSPHATE,NULL,NULL
866,101190,RAW,NULL,NULL
514,101192,PHOSPHATE,NULL,NULL
867,101200,RAW,NULL,NULL
515,101202,PHOSPHATE,NULL,NULL
232,101211,CMET,CMET,NULL
868,101230,RAW,NULL,NULL
516,101232,PHOSPHATE,NULL,NULL
869,101240,RAW,NULL,NULL
517,101242,PHOSPHATE,NULL,NULL
870,101270,RAW,NULL,NULL
518,101272,PHOSPHATE,NULL,NULL
871,101280,RAW,NULL,NULL
519,101282,PHOSPHATE,NULL,NULL
872,101290,RAW,NULL,NULL
233,101291,CMET,CMET,NULL
520,101292,PHOSPHATE,NULL,NULL
873,101300,RAW,NULL,NULL
234,101301,CMET,CMET,NULL
521,101302,PHOSPHATE,NULL,NULL
874,101310,RAW,NULL,NULL
235,101311,CMET,CMET,NULL
522,101312,PHOSPHATE,NULL,NULL
875,101320,RAW,NULL,NULL
236,101321,CMET,CMET,NULL
523,101322,PHOSPHATE,NULL,NULL
876,101330,RAW,NULL,NULL
524,101332,PHOSPHATE,NULL,NULL
877,101350,RAW,NULL,NULL
3735,101351,CMET,CMET,NULL
525,101352,PHOSPHATE,NULL,NULL
878,101360,RAW,NULL,NULL
526,101362,PHOSPHATE,NULL,NULL
879,101400,RAW,NULL,NULL
527,101402,PHOSPHATE,NULL,NULL
880,101410,RAW,NULL,NULL
528,101412,PHOSPHATE,NULL,NULL
881,101420,RAW,NULL,NULL
529,101422,PHOSPHATE,NULL,NULL
882,101440,RAW,NULL,NULL
530,101442,PHOSPHATE,NULL,NULL
883,101450,RAW,NULL,NULL
531,101452,PHOSPHATE,NULL,NULL
884,101480,RAW,NULL,NULL
532,101482,PHOSPHATE,NULL,NULL
237,101531,CMET,CMET,NULL
885,101540,RAW,NULL,NULL
533,101542,PHOSPHATE,NULL,NULL
886,101550,RAW,NULL,NULL
238,101551,CMET,CMET,NULL
534,101552,PHOSPHATE,NULL,NULL
887,101560,RAW,NULL,NULL
535,101562,PHOSPHATE,NULL,NULL
888,101570,RAW,NULL,NULL
239,101571,CMET,CMET,NULL
536,101572,PHOSPHATE,NULL,NULL
240,101581,CMET,CMET,NULL
241,101591,CMET,CMET,NULL
889,101600,RAW,NULL,NULL
537,101602,PHOSPHATE,NULL,NULL
890,101610,RAW,NULL,NULL
376,101611,EXPANSION,CMET,NULL
538,101612,PHOSPHATE,NULL,NULL
891,101620,RAW,NULL,NULL
242,101621,CMET,CMET,NULL
539,101622,PHOSPHATE,NULL,NULL
892,101630,RAW,NULL,NULL
540,101632,PHOSPHATE,NULL,NULL
893,101640,RAW,NULL,NULL
243,101641,CMET,CMET,NULL
541,101642,PHOSPHATE,NULL,NULL
894,101650,RAW,NULL,NULL
244,101651,CMET,CMET,NULL
542,101652,PHOSPHATE,NULL,NULL
895,101660,RAW,NULL,NULL
543,101662,PHOSPHATE,NULL,NULL
245,101671,CMET,CMET,NULL
896,101680,RAW,NULL,NULL
246,101681,CMET,CMET,NULL
544,101682,PHOSPHATE,NULL,NULL
247,101701,CMET,CMET,NULL
897,101720,RAW,NULL,NULL
545,101722,PHOSPHATE,NULL,NULL
248,101731,CMET,CMET,NULL
898,101740,RAW,NULL,NULL
546,101742,PHOSPHATE,NULL,NULL
899,101750,RAW,NULL,NULL
547,101752,PHOSPHATE,NULL,NULL
249,101761,CMET,CMET,NULL
900,101780,RAW,NULL,NULL
250,101781,CMET,CMET,NULL
548,101782,PHOSPHATE,NULL,NULL
2946,101810,RAW,NULL,DEF
251,101811,CMET,CMET,NULL
2965,101820,RAW,NULL,DEF
252,101821,CMET,CMET,NULL
901,101830,RAW,NULL,NULL
3136,101831,CMET,NULL,NULL
549,101832,PHOSPHATE,NULL,NULL
902,101840,RAW,NULL,NULL
254,101841,CMET,CMET,NULL
550,101842,PHOSPHATE,NULL,NULL
2951,101850,RAW,NULL,DEF
255,101851,CMET,CMET,NULL
256,101861,CMET,CMET,NULL
903,101930,RAW,NULL,NULL
551,101932,PHOSPHATE,NULL,NULL
257,101941,CMET,CMET,NULL
904,101980,RAW,NULL,NULL
258,101981,CMET,CMET,NULL
552,101982,PHOSPHATE,NULL,NULL
905,101990,RAW,NULL,NULL
553,101992,PHOSPHATE,NULL,NULL
906,102010,RAW,NULL,NULL
259,102011,CMET,CMET,NULL
554,102012,PHOSPHATE,NULL,NULL
907,102040,RAW,NULL,NULL
260,102041,CMET,CMET,NULL
555,102042,PHOSPHATE,NULL,NULL
908,102070,RAW,NULL,NULL
556,102072,PHOSPHATE,NULL,NULL
909,102080,RAW,NULL,NULL
261,102081,CMET,CMET,NULL
557,102082,PHOSPHATE,NULL,NULL
910,102090,RAW,NULL,NULL
262,102091,CMET,CMET,NULL
558,102092,PHOSPHATE,NULL,NULL
911,102110,RAW,WHSE,NULL
559,102112,PHOSPHATE,NULL,NULL
912,102140,RAW,NULL,NULL
560,102142,PHOSPHATE,NULL,NULL
913,102160,RAW,NULL,NULL
561,102162,PHOSPHATE,NULL,NULL
915,102170,RAW,NULL,NULL
563,102172,PHOSPHATE,NULL,NULL
914,102180,RAW,NULL,NULL
562,102182,PHOSPHATE,NULL,NULL
916,102220,RAW,NULL,NULL
263,102221,CMET,CMET,NULL
564,102222,PHOSPHATE,NULL,NULL
917,102230,RAW,NULL,NULL
565,102232,PHOSPHATE,NULL,NULL
918,102240,RAW,NULL,NULL
379,102241,CMET,NULL,NULL
566,102242,PHOSPHATE,NULL,NULL
919,102250,RAW,NULL,NULL
567,102252,PHOSPHATE,NULL,NULL
920,102260,RAW,NULL,NULL
381,102261,EXPANSION,CMET,NULL
568,102262,PHOSPHATE,NULL,NULL
921,102270,RAW,NULL,NULL
569,102272,PHOSPHATE,NULL,NULL
922,102280,RAW,NULL,NULL
570,102282,PHOSPHATE,NULL,NULL
923,102290,RAW,NULL,NULL
571,102292,PHOSPHATE,NULL,NULL
924,102300,RAW,NULL,NULL
572,102302,PHOSPHATE,NULL,NULL
925,102310,RAW,NULL,NULL
264,102311,CMET,CMET,NULL
573,102312,PHOSPHATE,NULL,NULL
926,102320,RAW,NULL,NULL
351,102321,CMET,CMET,NULL
574,102322,PHOSPHATE,NULL,NULL
927,102330,RAW,NULL,NULL
575,102332,PHOSPHATE,NULL,NULL
928,102340,RAW,NULL,NULL
576,102342,PHOSPHATE,NULL,NULL
929,102350,RAW,NULL,NULL
577,102352,PHOSPHATE,NULL,NULL
930,102370,RAW,NULL,NULL
265,102371,CMET,CMET,NULL
578,102372,PHOSPHATE,NULL,NULL
931,102380,RAW,NULL,NULL
266,102381,CMET,CMET,NULL
579,102382,PHOSPHATE,NULL,NULL
267,102391,CMET,CMET,NULL
932,102410,RAW,NULL,NULL
268,102411,CMET,CMET,NULL
580,102412,PHOSPHATE,NULL,NULL
933,102420,RAW,NULL,NULL
269,102421,CMET,CMET,NULL
581,102422,PHOSPHATE,NULL,NULL
934,102430,RAW,NULL,NULL
270,102431,CMET,CMET,NULL
582,102432,PHOSPHATE,NULL,NULL
935,102440,RAW,NULL,NULL
271,102441,CMET,CMET,NULL
583,102442,PHOSPHATE,NULL,NULL
936,102450,RAW,NULL,NULL
272,102451,CMET,CMET,NULL
584,102452,PHOSPHATE,NULL,NULL
937,102460,RAW,NULL,NULL
2618,102461,CMET,CMET,NULL
585,102462,PHOSPHATE,NULL,NULL
938,102470,RAW,NULL,NULL
586,102472,PHOSPHATE,NULL,NULL
941,102480,RAW,NULL,NULL
589,102482,PHOSPHATE,NULL,NULL
273,102511,CMET,CMET,NULL
939,102520,RAW,WHSE,NULL
274,102521,CMET,CMET,NULL
587,102522,PHOSPHATE,NULL,NULL
940,102540,RAW,NULL,NULL
275,102541,CMET,CMET,NULL
588,102542,PHOSPHATE,NULL,NULL
942,102550,RAW,NULL,NULL
590,102552,PHOSPHATE,NULL,NULL
943,102560,RAW,NULL,NULL
591,102562,PHOSPHATE,NULL,NULL
946,102570,RAW,NULL,NULL
594,102572,PHOSPHATE,NULL,NULL
3917,102580,RAW,NULL,NULL
276,102581,CMET,CMET,NULL
277,102591,CMET,CMET,NULL
944,102600,RAW,NULL,DEF
278,102601,CMET,CMET,NULL
592,102602,PHOSPHATE,NULL,NULL
945,102620,RAW,NULL,DEF
279,102621,CMET,CMET,NULL
593,102622,PHOSPHATE,NULL,NULL
947,102790,RAW,NULL,NULL
280,102791,CMET,CMET,NULL
595,102792,PHOSPHATE,NULL,NULL
948,102800,RAW,NULL,NULL
596,102802,PHOSPHATE,NULL,NULL
949,102810,RAW,NULL,NULL
597,102812,PHOSPHATE,NULL,NULL
950,102820,RAW,NULL,DEF
598,102822,PHOSPHATE,NULL,NULL
281,102921,CMET,CMET,NULL
3074,103020,RAW,NULL,NULL
3063,103021,CMET,CMET,NULL
3093,103022,PHOSPHATE,NULL,NULL
951,103360,RAW,NULL,NULL
285,103361,EXPANSION,CMET,NULL
599,103362,PHOSPHATE,NULL,NULL
286,103871,CMET,CMET,NULL
287,104841,CMET,CMET,NULL
952,105390,TUBE,NULL,DEF
288,105391,CMET,CMET,NULL
600,105392,PHOSPHATE,NULL,NULL
3105,105397,ALUMINUM,NULL,NULL
289,106381,CMET,CMET,NULL
601,106382,A-FLOW,NULL,NULL
3106,106387,ALUMINUM,NULL,NULL
954,106390,TUBE,NULL,DEF
290,106391,CMET,CMET,NULL
602,106392,A-FLOW,NULL,NULL
3107,106397,ALUMINUM,NULL,NULL
955,106450,TUBE,NULL,DEF
352,106451,CMET,CMET,NULL
603,106452,A-FLOW,NULL,NULL
3108,106457,ALUMINUM,NULL,NULL
956,106460,TUBE,NULL,DEF
292,106461,CMET,CMET,NULL
604,106462,A-FLOW,NULL,NULL
2612,106467,ALUMINUM,NULL,NULL
293,106491,CMET,CMET,NULL
294,106571,CMET,CMET,NULL
957,106590,TUBE,NULL,DEF
388,106591,EXPANSION,CMET,NULL
605,106592,PHOSPHATE,NULL,NULL
3109,106597,ALUMINUM,NULL,NULL
3122,106740,RAW,NULL,NULL
3064,106741,CMET,CMET,NULL
3123,106742,PHOSPHATE,NULL,NULL
295,106751,CMET,CMET,NULL
4096,106752,PHOSPHATE,NULL,NULL
685,106811,CMET,CMET,NULL
686,106821,CMET,NULL,NULL
687,106831,CMET,NULL,NULL
3085,106850,RAW,NULL,NULL
3086,106851,CMET,NULL,NULL
3087,106852,PHOSPHATE,NULL,NULL
958,106870,TUBE,NULL,DEF
296,106871,CMET,CMET,NULL
606,106872,PHOSPHATE,NULL,NULL
3110,106877,ALUMINUM,NULL,NULL
959,106880,TUBE,NULL,DEF
297,106881,CMET,CMET,NULL
607,106882,PHOSPHATE,NULL,NULL
3111,106887,ALUMINUM,NULL,NULL
2934,106920,TUBE,NULL,NULL
2935,106927,ALUMINUM,NULL,NULL
960,108200,TUBE,NULL,DEF
744,108201,EXPANSION,CMET,NULL
608,108202,PHOSPHATE,NULL,NULL
2551,108207,ALUMINUM,NULL,NULL
3886,108440,RAW,NULL,NULL
3885,108441,CMET,NULL,NULL
961,108760,TUBE,NULL,NULL
692,108761,CMET,CMET,NULL
609,108762,PHOSPHATE,NULL,NULL
3112,108767,ALUMINUM,NULL,NULL
962,109500,TUBE,NULL,NULL
696,109501,EXPANSION,CMET,NULL
610,109502,PHOSPHATE,NULL,NULL
3113,109507,ALUMINUM,NULL,NULL
963,109510,TUBE,NULL,NULL
697,109511,EXPANSION,CMET,NULL
611,109512,PHOSPHATE,NULL,NULL
3114,109517,ALUMINUM,NULL,NULL
964,190770,RAW,NULL,NULL
612,190772,PHOSPHATE,NULL,NULL
966,193300,RAW,NULL,NULL
614,193302,PHOSPHATE,NULL,NULL
2566,199791,CMET,CMET,NULL
967,199810,RAW,NULL,NULL
299,199811,CMET,CMET,NULL
615,199812,PHOSPHATE,NULL,NULL
968,199830,RAW,NULL,NULL
616,199832,PHOSPHATE,NULL,NULL
969,199850,RAW,NULL,NULL
617,199852,PHOSPHATE,NULL,NULL
7,204002,COMP,COMP,NULL
8,204004,COMP,COMP,NULL
9,204009,COMP,COMP,NULL
10,204010,COMP,COMP,NULL
11,204011,COMP,COMP,NULL
12,204015,COMP,COMP,NULL
13,204016,COMP,COMP,NULL
14,204020,COMP,COMP,NULL
15,205001,COMP,COMP,NULL
16,205006,COMP,COMP,NULL
17,205007,COMP,COMP,NULL
18,205008,COMP,COMP,NULL
19,205009,COMP,COMP,NULL
20,205010,COMP,COMP,NULL
21,205011,COMP,COMP,NULL
22,205012,COMP,COMP,NULL
23,205014,COMP,COMP,NULL
24,205016,COMP,COMP,NULL
25,205018,COMP,COMP,NULL
26,205020,COMP,COMP,NULL
27,205022,COMP,COMP,NULL
28,205024,COMP,COMP,NULL
29,205025,COMP,COMP,NULL
30,205029,COMP,COMP,NULL
31,205032,COMP,COMP,NULL
32,205033,COMP,COMP,NULL
33,205034,COMP,COMP,NULL
34,205035,COMP,COMP,NULL
35,205036,COMP,COMP,NULL
36,205037,COMP,COMP,NULL
37,205038,COMP,COMP,NULL
38,205039,COMP,COMP,NULL
39,205042,COMP,COMP,NULL
40,205044,COMP,COMP,NULL
41,205046,COMP,COMP,NULL
42,205047,COMP,COMP,NULL
43,205048,COMP,COMP,NULL
44,205049,COMP,COMP,NULL
45,205050,COMP,COMP,NULL
46,205056,COMP,COMP,NULL
47,205060,COMP,COMP,NULL
48,205061,COMP,COMP,NULL
49,205062,COMP,COMP,NULL
50,205065,COMP,COMP,NULL
51,205066,COMP,COMP,NULL
52,205067,COMP,COMP,NULL
53,205069,COMP,COMP,NULL
54,205070,EXPANSION,COMP,NULL
55,205071,COMP,COMP,NULL
56,205074,COMP,COMP,NULL
57,205075,COMP,COMP,NULL
58,205076,COMP,COMP,NULL
59,205077,COMP,COMP,NULL
60,205078,COMP,COMP,NULL
61,205079,COMP,COMP,NULL
62,205080,COMP,COMP,NULL
63,205082,COMP,COMP,NULL
64,205083,COMP,COMP,NULL
65,205084,COMP,COMP,NULL
66,205085,COMP,COMP,NULL
67,205086,COMP,COMP,NULL
68,205087,COMP,COMP,NULL
69,205088,COMP,COMP,NULL
70,205089,COMP,COMP,NULL
71,205092,COMP,COMP,NULL
72,205094,COMP,COMP,NULL
73,205099,COMP,COMP,NULL
74,205238,COMP,COMP,NULL
75,206001,COMP,COMP,NULL
76,206002,COMP,COMP,NULL
349,206006,COMP,NULL,NULL
150,206019,COMP,COMP,NULL
397,206068,COMP,NULL,NULL
149,207031,COMP,COMP,NULL
152,207035,COMP,COMP,NULL
121,207036,COMP,COMP,NULL
153,207037,COLD,NULL,NULL
146,207038,COMP,COMP,NULL
167,224010,COLD,NULL,NULL
77,284017,COMP,COMP,NULL
154,284018,COLD,NULL,NULL
160,284074,COLD,NULL,NULL
170,284100,COLD,COMP,NULL
80,284101,COMP,COMP,NULL
156,284102,COLD,NULL,NULL
157,284105,COLD,NULL,NULL
158,284107,COLD,NULL,NULL
396,284108,COMP,COMP,NULL
159,284110,COLD,NULL,NULL
129,284111,COMP,COMP,NULL
115,284112,COMP,COMP,NULL
114,284113,COMP,COMP,NULL
109,284114,COLD,NULL,NULL
342,284115,COLD,NULL,NULL
119,284116,COMP,COMP,NULL
117,285025,COMP,COMP,NULL
110,285068,COMP,COMP,NULL
2622,285069,COMP,NULL,NULL
107,285071,COMP,COMP,NULL
116,285076,COMP,COMP,NULL
337,285079,COMP,NULL,NULL
83,285083,COMP,COMP,NULL
161,285092,COLD,NULL,NULL
341,285095,COMP,NULL,NULL
348,285096,COLD,NULL,NULL
168,285100,COMP,COMP,NULL
84,285101,COMP,COMP,NULL
343,285102,COMP,NULL,NULL
679,285111,COMP,COMP,NULL
2616,285112,COMP,COMP,NULL
104,285115,COMP,COMP,NULL
390,285117,COMP,COMP,NULL
391,285118,COMP,COMP,NULL
85,285120,COMP,COMP,NULL
162,285121,COLD,NULL,NULL
86,285122,COMP,COMP,NULL
163,285127,COLD,NULL,NULL
164,285128,COLD,COMP,NULL
87,285130,COMP,COMP,NULL
131,285131,COMP,COMP,NULL
165,285132,COLD,NULL,NULL
166,285133,COLD,NULL,NULL
132,285135,COLD,COMP,NULL
171,285139,COLD,NULL,NULL
169,285140,COLD,NULL,NULL
113,285141,COMP,COMP,NULL
120,285143,COMP,COMP,NULL
100,285144,COMP,COMP,NULL
137,285145,COMP,COMP,NULL
123,285146,COMP,COMP,NULL
326,285147,COMP,COMP,NULL
143,285148,COMP,COMP,NULL
142,285149,"COLD ROOM",NULL,NULL
3117,285151,COMP,NULL,NULL
3118,285152,COMP,NULL,NULL
105,286003,COMP,COMP,NULL
125,286021,COMP,COMP,NULL
96,286022,COMP,COMP,NULL
89,286060,COMP,COMP,NULL
392,286070,COMP,COMP,NULL
145,286072,COMP,COMP,NULL
680,286101,COMP,COMP,NULL
151,286102,COMP,COMP,NULL
340,286105,COMP,NULL,NULL
746,286107,COMP,NULL,NULL
103,286109,COMP,COMP,NULL
2609,286111,COMP,COMP,NULL
329,286112,COMP,COMP,NULL
3879,286113,COMP,COMP,NULL
2610,286114,COMP,COMP,NULL
90,286116,COMP,COMP,NULL
91,286119,COMP,COMP,NULL
147,286122,COMP,NULL,NULL
144,286123,COMP,COMP,NULL
393,286126,COMP,COMP,NULL
139,286127,COMP,COMP,NULL
108,286128,COMP,COMP,NULL
97,286129,COMP,COMP,NULL
101,286130,COMP,COMP,NULL
136,286133,COMP,COMP,NULL
122,286136,COMP,COMP,NULL
135,286137,COMP,COMP,NULL
111,286139,COMP,COMP,NULL
141,286140,COMP,COMP,NULL
683,286141,COMP,NULL,NULL
130,286142,COMP,COMP,NULL
705,286143,COMP,NULL,NULL
706,286144,COMP,NULL,NULL
707,286145,COMP,NULL,NULL
3128,286146,COMP,NULL,NULL
3119,286147,COMP,NULL,NULL
3120,286148,COMP,NULL,NULL
3121,286149,COMP,NULL,NULL
3125,286150,COMP,NULL,NULL
4019,286151,COMP,NULL,NULL
4020,286152,COMP,NULL,NULL
3982,286153,COMP,NULL,NULL
4027,286154,COMP,NULL,NULL
134,28633,COMP,COMP,NULL
92,287001,COMP,COMP,NULL
3852,287006,COMP,COMP,NULL
93,287008,COMP,COMP,NULL
733,287014,COMP,COMP,NULL
333,287025,COMP,COMP,NULL
148,287032,COMP,COMP,NULL
95,287103,COMP,COMP,NULL
128,287104,COMP,COMP,NULL
335,287105,COMP,COMP,NULL
138,287107,COMP,COMP,NULL
126,287108,COMP,COMP,NULL
127,287109,COMP,COMP,NULL
3897,287111,COMP,COMP,NULL
2976,290064,COLD,NULL,NULL
3133,290153,COMP,NULL,NULL
3962,290285,COLD,NULL,NULL
106,298999,COMP,COMP,NULL
3868,299997,"CURED TRAILER",NULL,NULL
3770,299998,"PURGED TRAILER",NULL,NULL
970,300440,RAW,NULL,NULL
618,300442,PHOSPHATE,NULL,NULL
300,300631,CMET,CMET,NULL
301,300641,CMET,CMET,NULL
971,301960,RAW,NULL,NULL
619,301962,PHOSPHATE,NULL,NULL
972,301970,RAW,NULL,NULL
620,301972,PHOSPHATE,NULL,NULL
973,302100,RAW,NULL,NULL
621,302102,PHOSPHATE,NULL,NULL
974,302110,RAW,NULL,NULL
622,302112,PHOSPHATE,NULL,NULL
975,302120,RAW,NULL,NULL
623,302122,PHOSPHATE,NULL,NULL
976,302130,RAW,NULL,NULL
624,302132,PHOSPHATE,NULL,NULL
977,302320,RAW,NULL,NULL
625,302322,PHOSPHATE,NULL,NULL
978,302420,RAW,NULL,NULL
626,302422,PHOSPHATE,NULL,NULL
979,302460,RAW,NULL,NULL
627,302462,PHOSPHATE,NULL,NULL
980,302490,RAW,NULL,DEF
2841,302492,PLAS,CBS,NULL
981,302520,RAW,NULL,NULL
629,302522,PHOSPHATE,NULL,NULL
982,302660,RAW,NULL,NULL
630,302662,PHOSPHATE,NULL,NULL
983,302670,RAW,NULL,NULL
631,302672,PHOSPHATE,NULL,NULL
302,302771,CMET,CMET,NULL
303,302781,CMET,CMET,NULL
984,302790,RAW,NULL,NULL
632,302792,PHOSPHATE,NULL,NULL
985,302800,RAW,NULL,NULL
633,302802,PHOSPHATE,NULL,NULL
986,302810,RAW,NULL,NULL
304,302811,CMET,CMET,NULL
634,302812,PHOSPHATE,NULL,NULL
987,302820,RAW,NULL,NULL
305,302821,CMET,CMET,NULL
635,302822,PHOSPHATE,NULL,NULL
988,302950,RAW,NULL,NULL
306,302951,CMET,CMET,NULL
636,302952,PHOSPHATE,NULL,NULL
989,302960,RAW,NULL,NULL
307,302961,CMET,CMET,NULL
637,302962,PHOSPHATE,NULL,NULL
308,302991,CMET,CMET,NULL
2774,303140,TUBE,WHSE,NULL
990,303310,RAW,NULL,NULL
309,303311,CMET,CMET,NULL
638,303312,PHOSPHATE,NULL,NULL
991,303320,RAW,NULL,NULL
310,303321,CMET,CMET,NULL
639,303322,PHOSPHATE,NULL,NULL
992,303340,RAW,NULL,NULL
640,303342,PHOSPHATE,NULL,NULL
2615,303471,CMET,CMET,NULL
994,303520,RAW,NULL,NULL
642,303522,PHOSPHATE,NULL,NULL
995,303540,RAW,NULL,NULL
643,303542,PHOSPHATE,NULL,NULL
996,303560,RAW,NULL,NULL
644,303562,PHOSPHATE,NULL,NULL
997,303570,RAW,NULL,NULL
645,303572,PHOSPHATE,NULL,NULL
998,303640,RAW,NULL,NULL
646,303642,PHOSPHATE,NULL,NULL
999,303650,RAW,NULL,NULL
647,303652,PHOSPHATE,NULL,NULL
1000,303940,RAW,NULL,NULL
311,303941,CMET,CMET,NULL
648,303942,PHOSPHATE,NULL,NULL
1001,303970,RAW,NULL,NULL
649,303972,PHOSPHATE,NULL,NULL
1002,303980,RAW,NULL,NULL
650,303982,PHOSPHATE,NULL,NULL
1003,304220,RAW,NULL,NULL
651,304222,PHOSPHATE,NULL,NULL
2877,304330,CBS,CBS,NULL
1004,304370,RAW,NULL,NULL
652,304372,PHOSPHATE,NULL,NULL
1005,304380,RAW,NULL,NULL
653,304382,PHOSPHATE,NULL,NULL
2717,304400,CBS,WHSE,NULL
2602,304410,RAW,NULL,DEF
312,304411,CMET,CMET,NULL
2613,304420,RAW,NULL,NULL
313,304421,CMET,CMET,NULL
2985,304430,RAW,NULL,NULL
2919,304440,CBS,NULL,DEF
993,304530,RAW,NULL,NULL
641,304532,PHOSPHATE,NULL,NULL
4091,304550,SFLOW-13,NULL,NULL
2721,304560,CBS,WHSE,NULL
2644,304570,CBS,WHSE,NULL
1006,304730,RAW,NULL,NULL
314,304731,CMET,CMET,NULL
654,304732,PHOSPHATE,NULL,NULL
676,304770,CMET,NULL,DEF
677,304786,TEST,NULL,NULL
2560,304820,RAW,NULL,NULL
661,304822,PHOSPHATE,FLOW-12,NULL
2559,304830,RAW,NULL,NULL
662,304832,PHOSPHATE,FLOW-14,NULL
673,304900,"COLD ROOM",NULL,DEF
3896,304930,CBS,NULL,NULL
3850,304980,CMET,NULL,DEF
3071,305010,RAW,NULL,NULL
3062,305011,CMET,NULL,NULL
3090,305012,PHOSPHATE,NULL,NULL
3095,305030,RAW,NULL,NULL
3079,305031,CMET,NULL,NULL
